Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1976,Hawaii,1976 U.S. Senate election in Hawaii,General,Candidate,False,Libertarian Party (United States),Rockne Hart Johnson,"1,404",0.46%
1976,Indiana,General election results,General,Winning,False,Republican Party (United States),Richard Lugar,"1,275,833",58.76%
1976,Indiana,General election results,General,Candidate,True,Democratic Party (United States),Vance Hartke,"878,522",40.46%
1976,Indiana,General election results,General,Candidate,False,U.S. Labor Party,David Lee Hoagland,"2,511",0.12%
1976,Maine,General election results,General,Winning,True,Democratic Party (United States),Edmund Muskie,"292,704",60.20%
1976,Maine,General election results,General,Candidate,False,Republican Party (United States),Robert A. G. Monks,"193,489",39.80%
1976,Maine,General election results,General,Total,False,,,"486,193",100.00%
1976,Maryland,General election results,General,Winning,False,Democratic Party (United States),Paul Sarbanes,"772,101",56.55%
1976,Maryland,General election results,General,Candidate,True,Republican Party (United States),John Glenn Beall Jr.,"530,439",38.85%
1976,Massachusetts,General election,General,Winning,False,Democratic Party (United States),Edward M. Kennedy,"1,726,657",69.31
1976,Massachusetts,General election,General,Candidate,False,Republican Party (United States),Michael S. Robertson,"722,641",29.01
1976,Massachusetts,General election,General,Candidate,False,Socialist Workers Party (United States),Carol Henderson Evans,"26,283",1.06
1976,Massachusetts,General election,General,Total,False,,,"2,491,255",85.55%
1976,Michigan,General election results,General,Winning,False,Democratic Party (United States),Don Riegle,"1,831,031",52.46%
1976,Michigan,General election results,General,Candidate,False,Republican Party (United States),Marvin Esch,"1,635,087",46.85%
1976,Michigan,General election results,General,Candidate,False,Libertarian Party (United States),Bette Jane Erwin,"8,842",0.25%
1976,Michigan,General election results,General,Candidate,False,Human Rights Party (United States),Theodore G. Albert,"7,281",0.21%
1976,Michigan,General election results,General,Candidate,False,Socialist Workers Party (United States),Paula L. Reimers,"3,399",0.10%
1976,Michigan,General election results,General,Candidate,False,Socialist Labor Party of America,Frank Girard,"2,554",0.07%
1976,Michigan,General election results,General,Candidate,False,U.S. Labor Party,Peter A. Signorelli,"2,218",0.06%
1976,Michigan,General election results,General,Total,False,,,"3,490,412",100.00%
1976,Minnesota,General election results,General,Winning,True,Minnesota Democratic–Farmer–Labor Party,Hubert H. Humphrey,"1,290,736",67.51%
1976,Minnesota,General election results,General,Candidate,False,Independent-Republican Party,Jerry Brekke,"478,602",25.03%
1976,Minnesota,General election results,General,Candidate,False,American Party (1969),Paul Helm,"125,612",6.57%
1976,Minnesota,General election results,General,Candidate,False,Socialist Workers Party (United States),Bill Peterson,"9,380",0.49%
1976,Minnesota,General election results,General,Candidate,False,Libertarian Party (United States),Robin E. Miller,"5,476",0.29%
1976,Minnesota,General election results,General,Candidate,False,Communist Party (United States),Matt Savola,"2,214",0.12%
1976,Minnesota,General election results,General,Total,False,,,"1,912,029",100.00%
1976,Mississippi,General election results,General,Winning,True,Democratic Party (United States),John C. Stennis,"554,433",100.00
1976,Mississippi,General election results,General,Total,False,,,"554,433",100.00%
1976,Missouri,1976 Missouri Democratic State Committee vote,General,Winning,False,Democratic Party (United States),Warren Hearnes,38,63.33%
1976,Missouri,1976 Missouri Democratic State Committee vote,General,Candidate,False,Democratic Party (United States),Jim Spainhower,22,36.67%
1976,Missouri,1976 Missouri Democratic State Committee vote,General,Total,False,,,60,100.00%
1976,Missouri,General election results,General,Winning,False,Republican Party (United States),John Danforth,"1,090,067",56.94%
1976,Missouri,General election results,General,Candidate,False,Democratic Party (United States),Warren E. Hearnes,"813,571",42.50%
1976,Missouri,General election results,General,Candidate,False,Independent (politician),"Lawrence ""Red"" Petty","10,822",0.57%
1976,Montana,"United States Senate election in Montana, 1976",General,Winning,False,Democratic Party (United States),John Melcher,"206,232",64.16%
1976,Montana,"United States Senate election in Montana, 1976",General,Candidate,False,Republican Party (United States),Stanley C. Burger,"115,213",35.84%
1976,Nebraska,1976 United States Senate election in Nebraska,General,Winning,False,Democratic Party (United States),Edward Zorinsky,"313,805",52.89%
1976,Nebraska,1976 United States Senate election in Nebraska,General,Candidate,False,Republican Party (United States),John Y. McCollister,"279,284",47.07%
1976,Nebraska,1976 United States Senate election in Nebraska,General,Write-in,False,,,221,0.04%
1976,Nebraska,1976 United States Senate election in Nebraska,General,Total,False,,,"593,310",100.00%
1976,Nevada,General election results,General,Winning,True,Democratic Party (United States),Howard Cannon,"127,214",63.01%
1976,Nevada,General election results,General,Candidate,False,Republican Party (United States),David Towell,"63,471",31.44%
1976,Nevada,General election results,General,Candidate,False,Independent American Party of Nevada,Byron D. Young,"3,619",1.79%
1976,Nevada,General election results,General,Candidate,False,Libertarian Party (United States),Dan Becan,"2,307",1.14%
1976,New Jersey,1976 United States Senate election in New Jersey,General,Winning,True,Democratic Party (United States),Harrison A. Williams,"1,681,140",60.66%
1976,New Jersey,1976 United States Senate election in New Jersey,General,Candidate,False,Republican Party (United States),David A. Norcross,"1,054,508",38.05%
1976,New Jersey,1976 United States Senate election in New Jersey,General,Candidate,False,Libertarian Party (United States),Hannibal Cundari,"19,907",0.72%
1976,New Jersey,1976 United States Senate election in New Jersey,General,Candidate,False,Socialist Labor Party of America,Bernardo S. Doganiero,"9,185",0.33%
1976,New Jersey,1976 United States Senate election in New Jersey,General,Candidate,False,U.S. Labor Party,Leif O. Johnson,"6,650",0.24%
1976,New Mexico,General election results,General,Winning,False,Republican Party (United States),Harrison Schmitt,"234,681",56.82%
1976,New Mexico,General election results,General,Candidate,True,Democratic Party (United States),Joseph Montoya,"176,382",42.70%
1976,New Mexico,General election results,General,Candidate,False,American Independent Party,Matt Dillion,906,0.22%
1976,New York,1976 Democratic Party convention,General,Winning,False,Democratic Party (United States),Paul O'Dwyer,,32.50%
1976,New York,1976 Democratic Party convention,General,Candidate,False,Democratic Party (United States),Pat Moynihan,,31.10%
1976,New York,1976 Democratic Party convention,General,Candidate,False,Democratic Party (United States),Bella Abzug,,28.70%
1976,New York,1976 Democratic Party convention,General,Candidate,False,Democratic Party (United States),Ramsey Clark,,7.00%
1976,New York,1976 Democratic Party convention,General,Candidate,False,Democratic Party (United States),Abraham Hirschfeld,,0.70%
1976,New York,1976 Democratic Party convention,General,Total,False,,,,100.00%
1976,New York,1976 U.S. Senate election in New York,General,Winning,False,Democratic Party (United States),Pat Moynihan,"3,238,511",51.26%
1976,New York,1976 U.S. Senate election in New York,General,Candidate,False,Liberal Party of New York,Pat Moynihan,"184,083",2.91%
1976,New York,1976 U.S. Senate election in New York,General,Candidate,True,Republican Party (United States),James L. Buckley,"2,525,139",39.96%
1976,New York,1976 U.S. Senate election in New York,General,Candidate,True,Conservative Party of New York,James L. Buckley,"311,494",4.93%
1976,New York,1976 U.S. Senate election in New York,General,Candidate,False,Communist Party (United States),Herbert Aptheker,"25,141",0.40%
1976,New York,1976 U.S. Senate election in New York,General,Candidate,False,Socialist Workers Party (United States),Marcia Gallo,"16,350",0.26%
1976,New York,1976 U.S. Senate election in New York,General,Candidate,False,Libertarian Party (United States),Martin E. Nixon,"10,943",0.17%
1976,New York,1976 U.S. Senate election in New York,General,Candidate,False,U.S. Labor Party,Elijah C. Boyd,"6,716",0.11%
1976,New York,1976 U.S. Senate election in New York,General,Total,False,,,"6,318,377",100.00%
1976,North Dakota,"1976 United States Senate election, North Dakota",General,Winning,True,North Dakota Democratic–Nonpartisan League Party,Quentin Burdick,"175,772",62.10
1976,North Dakota,"1976 United States Senate election, North Dakota",General,Candidate,False,North Dakota Republican Party,Robert Stroup,"103,466",36.55
1976,North Dakota,"1976 United States Senate election, North Dakota",General,Candidate,False,Independent (United States),Clarence Haggard,"3,824",1.35
1976,Ohio,General election results,General,Winning,False,Democratic Party (United States),Howard Metzenbaum,"1,941,113",49.51%
1976,Ohio,General election results,General,Candidate,True,Republican Party (United States),"Robert Taft, Jr.","1,823,774",46.52%
1976,Ohio,General election results,General,Candidate,False,Independent (United States),John O'Neill,"53,657",1.37%
1976,Ohio,General election results,General,Candidate,False,Independent (United States),Emma Lila Fundaburk,"33,285",0.85%
1976,Ohio,General election results,General,Candidate,False,Socialist Workers Party (United States),Melissa Singler,"31,805",0.81%
1976,Rhode Island,General election results,General,Winning,False,Republican Party (United States),John Chafee,"230,329",57.74
1976,Rhode Island,General election results,General,Candidate,False,Democratic Party (United States),Richard P. Lorber,"167,665",42.03
1976,Rhode Island,General election results,General,Candidate,False,Communist Party USA,Margaret Cann,912,0.23
1976,Rhode Island,General election results,General,Total,False,,,"398,906",100.00
1976,Texas,General election results,General,Winning,True,Democratic Party (United States),Lloyd Bentsen,"2,199,956",56.78%
1976,Texas,General election results,General,Candidate,False,Republican Party (United States),Alan Steelman,"1,636,370",42.24%
1976,Texas,General election results,General,Candidate,False,Socialist Workers Party (United States),Pedro Vasquez,"20,549",0.53%
1976,Texas,General election results,General,Candidate,False,American Independent Party,Marjorie P. Gallion,"17,355",0.45%
1976,Utah,1976 United States Senate election in Utah,General,Winning,False,Republican Party (United States),Orrin Hatch,"290,221",53.73%
1976,Utah,1976 United States Senate election in Utah,General,Candidate,True,Democratic Party (United States),Frank Moss,"241,948",44.80%
1976,Utah,1976 United States Senate election in Utah,General,Candidate,False,Libertarian Party (United States),Steve Trotter,"3,026",0.56%
1976,Vermont,"United States Senate election in Vermont, 1976",General,Winning,True,Republican Party (United States),Robert Stafford,"94,481",49.97%
1976,Vermont,"United States Senate election in Vermont, 1976",General,Candidate,False,Democratic Party (United States),Thomas P. Salmon,"82,174",43.46%
1976,Vermont,"United States Senate election in Vermont, 1976",General,Candidate,False,Liberty Union Party,Nancy Kaufman,"8,801",4.66%
1976,Vermont,"United States Senate election in Vermont, 1976",General,Total,False,,,"189,060",100.00%
1976,Virginia,1976 United States Senate election in Virginia,General,Winning,True,Independent,Harry F. Byrd Jr.,"890,778",57.19%
1976,Virginia,1976 United States Senate election in Virginia,General,Candidate,False,Democratic Party (United States),Elmo Zumwalt,"596,009",38.27%
1976,Virginia,1976 United States Senate election in Virginia,General,Candidate,False,Independent Republican (United States),Martin H. Perper,"70,559",4.53%
1976,Washington,1976 United States Senate election in Washington,General,Winning,True,Democratic Party (US),Henry M. Jackson,"1,071,219",71.84%
1976,Washington,1976 United States Senate election in Washington,General,Candidate,False,Republican Party (US),George M. Brown,"361,546",24.25%
1976,Washington,1976 United States Senate election in Washington,General,Candidate,False,American Independent Party,Dave Smith,"28,182",1.89%
1976,Washington,1976 United States Senate election in Washington,General,Candidate,False,Libertarian Party (US),Richard K. Kenney,"19,373",1.30%
1976,Washington,1976 United States Senate election in Washington,General,Candidate,False,Socialist Workers Party (US),Karl Bermann,"7,402",0.50%
1976,Washington,1976 United States Senate election in Washington,General,Candidate,False,U.S. Labor Party,William F. Wertz,"3,389",0.23%
1976,Washington,1976 United States Senate election in Washington,General,Total,False,,,"1,491,111",100.00%
1976,West Virginia,"United States Senate election in West Virginia, 1976",General,Winning,True,Democratic Party (United States),Robert Byrd,"566,359",100.00%
1976,West Virginia,"United States Senate election in West Virginia, 1976",General,Total,False,,,"566,359",100.00%
1976,Wisconsin,1976 United States Senate election in Wisconsin,General,Winning,True,Democratic Party (United States),William Proxmire,"1,396,970",72.20%
1976,Wisconsin,1976 United States Senate election in Wisconsin,General,Candidate,False,Republican Party (United States),Stanley York,"521,902",26.97%
1976,Wisconsin,1976 United States Senate election in Wisconsin,General,Candidate,False,Independent politician,William O. Hart,"7,354",0.38%
1976,Wisconsin,1976 United States Senate election in Wisconsin,General,Candidate,False,Socialist Workers Party (United States),Robert Schwarz,"4,876",0.25%
1976,Wisconsin,1976 United States Senate election in Wisconsin,General,Candidate,False,Independent politician,Michael A. MacLaurin,"2,148",0.11%
1976,Wisconsin,1976 United States Senate election in Wisconsin,General,Candidate,False,Socialist Labor Party of America,Robert E. Nordlander,"1,731",0.09%
1976,Wyoming,1976 United States Senate election in Wyoming,General,Winning,False,Republican Party (United States),Malcolm Wallop,"84,810",54.59%
1976,Wyoming,1976 United States Senate election in Wyoming,General,Candidate,True,Democratic Party (United States),Gale W. McGee,"70,558",45.41%
