Year,State,Election,Election_Type,Row_Type,Incumbent,party,candidate,votes,percentage
1926,New Hampshire,1926 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (US),Robert C. Murchie,"6,121",68.81%
1926,New Hampshire,1926 Democratic U.S. Senate primary,Primary,Candidate,False,Democratic Party (US),Albert W. Noone,"2,774",31.19%
1926,New Hampshire,1926 Democratic U.S. Senate primary,Primary,Total,False,,,"8,895",100.00%
1926,North Carolina,1926 Democratic Senate primary,Primary,Winning,True,Democratic Party (United States),Lee Slater Overman,"140,260",60.41%
1926,North Carolina,1926 Democratic Senate primary,Primary,Candidate,False,Democratic Party (United States),Robert Rice Reynolds,"91,914",39.59%
1926,North Carolina,1926 Democratic Senate primary,Primary,Total,False,,,"232,174",100.00%
1926,North Dakota,Democratic primary,Primary,Winning,False,Democratic Party (United States),F. F. Burchard,"6,126",97.81%
1926,North Dakota,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Halvor Halvorson (write-in),137,2.19%
1926,North Dakota,Democratic primary,Primary,Total,False,,,"6,263",100.00%
1926,North Dakota,Republican primary,Primary,Winning,False,Republican Party (United States),Gerald Nye (inc.),"81,475",50.31%
1926,North Dakota,Republican primary,Primary,Candidate,False,Republican Party (United States),Louis B. Hanna,"65,973",40.73%
1926,North Dakota,Republican primary,Primary,Candidate,False,Republican Party (United States),C. P. Stone,"12,937",7.99%
1926,North Dakota,Republican primary,Primary,Candidate,False,Republican Party (United States),Herman N. Midtbo,"1,573",0.97%
1926,North Dakota,Republican primary,Primary,Total,False,,,"161,958",100.00%
1926,North Dakota,Farmer–Labor primary,Primary,Winning,False,Farmer–Labor Party,William Lemke,295,93.06%
1926,North Dakota,Farmer–Labor primary,Primary,Winning,False,Farmer–Labor Party,Gerald Nye (inc.),21,6.62%
1926,North Dakota,Farmer–Labor primary,Primary,Winning,False,Farmer–Labor Party,C. E. Erickson,1,0.32%
1926,North Dakota,Farmer–Labor primary,Primary,Total,False,,,317,100.00%
1926,Oklahoma,Democratic primary,Primary,Winning,False,Democratic Party (United States),Elmer Thomas,"85,490",42.60%
1926,Oklahoma,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Jack C. Walton,"66,684",33.23%
1926,Oklahoma,Democratic primary,Primary,Candidate,False,Democratic Party (United States),W. A. Ledbetter,"26,615",13.26%
1926,Oklahoma,Democratic primary,Primary,Candidate,False,Democratic Party (United States),Lamar Looney,"18,270",9.10%
1926,Oklahoma,Democratic primary,Primary,Candidate,False,Democratic Party (United States),M. L. Misenheimer,"3,616",1.80%
1926,Oklahoma,Democratic primary,Primary,Total,False,,,"200,675",100.00%
1926,Oklahoma,Republican primary,Primary,Winning,False,Republican Party (United States),John W. Harreld (inc.),"30,307",53.96%
1926,Oklahoma,Republican primary,Primary,Candidate,False,Republican Party (United States),Ulysses S. Stone,"8,377",14.87%
1926,Oklahoma,Republican primary,Primary,Candidate,False,Republican Party (United States),Joe C. Fox,"5,319",9.44%
1926,Oklahoma,Republican primary,Primary,Candidate,False,Republican Party (United States),John A. Buckles,"4,151",7.37%
1926,Oklahoma,Republican primary,Primary,Candidate,False,Republican Party (United States),B. G. Bingham,"3,155",5.60%
1926,Oklahoma,Republican primary,Primary,Candidate,False,Republican Party (United States),Preston A. Shinn,"2,796",4.96%
1926,Oklahoma,Republican primary,Primary,Candidate,False,Republican Party (United States),D. Lafe Hubler,"2,146",3.81%
1926,Oklahoma,Republican primary,Primary,Total,False,,,"56,351",100.00%
1926,Oklahoma,Socialist primary,Primary,Winning,False,Socialist Party (United States),J. A. Hart,131,100.00%
1926,Oklahoma,Socialist primary,Primary,Total,False,,,131,100.00%
1926,Oklahoma,Farmer–Labor primary,Primary,Winning,False,Farmer–Labor Party,J. Edwin Spurr,37,100.00%
1926,Oklahoma,Farmer–Labor primary,Primary,Total,False,,,37,100.00%
1926,Pennsylvania,1926 Republican U.S. Senate primary,Primary,Winning,False,Republican Party (US),William Scott Vare,"596,928",41.12%
1926,Pennsylvania,1926 Republican U.S. Senate primary,Primary,Candidate,True,Republican Party (US),George W. Pepper,"515,502",35.51%
1926,Pennsylvania,1926 Republican U.S. Senate primary,Primary,Candidate,False,Republican Party (US),Gifford Pinchot,"339,127",23.36%
1926,Pennsylvania,1926 Republican U.S. Senate primary,Primary,Write-in,False,,,20,0.00%
1926,Pennsylvania,1926 Republican U.S. Senate primary,Primary,Total,False,,,"1,451,577",100.00%
1926,Pennsylvania,1926 Democratic U.S. Senate primary,Primary,Winning,False,Democratic Party (US),William Bauchop Wilson,"153,750",98.03%
1926,Pennsylvania,1926 Democratic U.S. Senate primary,Primary,Candidate,False,Republican Party (US),Gifford Pinchot (write-in),"1,382",0.88%
1926,Pennsylvania,1926 Democratic U.S. Senate primary,Primary,Candidate,False,Republican Party (US),William Scott Vare (write-in),781,0.50%
1926,Pennsylvania,1926 Democratic U.S. Senate primary,Primary,Candidate,False,Republican Party (US),George W. Pepper (write-in),329,0.21%
1926,Pennsylvania,1926 Democratic U.S. Senate primary,Primary,Write-in,False,,,592,0.38%
1926,Pennsylvania,1926 Democratic U.S. Senate primary,Primary,Total,False,,,"156,834",100.00%
1926,Pennsylvania,1926 Prohibition U.S. Senate primary,Primary,Winning,False,Prohibition Party (US),Elisha Kent Kane,"2,908",55.36%
1926,Pennsylvania,1926 Prohibition U.S. Senate primary,Primary,Candidate,False,Prohibition Party (US),Gifford Pinchot,"2,036",38.76%
1926,Pennsylvania,1926 Prohibition U.S. Senate primary,Primary,Write-in,False,,,309,5.88%
1926,Pennsylvania,1926 Prohibition U.S. Senate primary,Primary,Total,False,,,"5,253",100.00%
1926,Pennsylvania,1926 Socialist U.S. Senate primary,Primary,Winning,False,Socialist Party (US),Cora Bixler,"1,761",86.03%
1926,Pennsylvania,1926 Socialist U.S. Senate primary,Primary,Write-in,False,,,286,13.97%
1926,Pennsylvania,1926 Socialist U.S. Senate primary,Primary,Total,False,,,"2,047",100.00%
1926,Pennsylvania,1926 Labor U.S. Senate primary,Primary,Write-in,False,,,39,3.79%
1926,Pennsylvania,1926 Labor U.S. Senate primary,Primary,Total,False,,,"1,028",100.00%
1926,South Dakota,Republican primary,Primary,Winning,False,Republican Party (United States),Peter Norbeck (inc.),"52,937",68.56%
1926,South Dakota,Republican primary,Primary,Candidate,False,Republican Party (United States),George J. Danforth,"24,271",31.44%
1926,South Dakota,Republican primary,Primary,Total,False,,,"77,208",100.00%
1926,Vermont,Republican primary results,Primary,Winning,False,Republican Party (United States),Porter H. Dale (inc.),"44,300",99.4%
1926,Vermont,Republican primary results,Primary,Candidate,False,Republican Party (United States),Other,288,0.6%
1926,Vermont,Republican primary results,Primary,Total,False,,,"44,588",100.0%
1926,Vermont,Democratic primary results,Primary,Winning,False,Democratic Party (United States),James E. Kennedy,"2,101",99.4%
1926,Vermont,Democratic primary results,Primary,Candidate,False,Democratic Party (United States),Other,12,0.6%
1926,Vermont,Democratic primary results,Primary,Total,False,,,"2,113",100.0%
1926,Washington,1926 U.S. Senate blanket primary,Primary,Winning,True,Republican Party (United States),Wesley Livsey Jones,"133,893",58.40%
1926,Washington,1926 U.S. Senate blanket primary,Primary,Winning,False,Democratic Party (United States),A. Scott Bullitt,"9,523",4.15%
1926,Washington,1926 U.S. Senate blanket primary,Primary,Candidate,False,Republican Party (United States),Austin E. Griffiths,"43,611",19.02%
1926,Washington,1926 U.S. Senate blanket primary,Primary,Candidate,False,Republican Party (United States),Frank E. Hammond,"29,076",12.68%
1926,Washington,1926 U.S. Senate blanket primary,Primary,Candidate,False,Republican Party (United States),Lee Roy Henry,"9,062",3.95%
1926,Washington,1926 U.S. Senate blanket primary,Primary,Candidate,False,Democratic Party (United States),James C. Longstreet,"4,098",1.79%
1926,Washington,1926 U.S. Senate blanket primary,Primary,Total,False,,,"229,263",100.00%
1926,Wisconsin,1926 U.S. Senate Republican primary,Primary,Winning,False,Republican Party (United States),John J. Blaine,"233,803",50.10%
1926,Wisconsin,1926 U.S. Senate Republican primary,Primary,Candidate,True,Republican Party (United States),Irvine Lenroot,"208,738",44.73%
1926,Wisconsin,1926 U.S. Senate Republican primary,Primary,Candidate,False,Republican Party (United States),Frank J. Kelly,"24,096",5.16%
1926,Wisconsin,1926 U.S. Senate Republican primary,Primary,Total,False,,,"466,637",100.00%
1926,Wisconsin,1926 U.S. Senate Democratic primary,Primary,Winning,False,Democratic Party (United States),Thomas M. Kearney,"16,003",100.00%
1926,Wisconsin,1926 U.S. Senate Democratic primary,Primary,Total,False,,,"16,003",100.00%
1926,Wisconsin,1926 U.S. Senate Prohibition primary,Primary,Winning,False,Prohibition Party,Ella T. Sanford,683,100.00%
1926,Wisconsin,1926 U.S. Senate Prohibition primary,Primary,Candidate,False,Prohibition Party,Alfred B. Taynton,600,100.00%
1926,Wisconsin,1926 U.S. Senate Prohibition primary,Primary,Total,False,,,"1,283",100.00%
1926,Wisconsin,1926 U.S. Senate Socialist primary,Primary,Winning,False,Socialist Party of America,Leo Krzycki,"10,791",100.00%
1926,Wisconsin,1926 U.S. Senate Socialist primary,Primary,Total,False,,,"10,791",100.00%
