Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
2016,California,Primary results,Primary,Winning,False,Kamala Harris,Democratic Party (United States),"3,000,689",37.9%
2016,California,Primary results,Primary,Winning,False,Loretta Sanchez,Democratic Party (United States),"1,416,203",17.9%
2016,California,Primary results,Primary,Candidate,False,Duf Sundheim,Republican Party (United States),"584,251",7.8%
2016,California,Primary results,Primary,Candidate,False,Phil Wyman,Republican Party (United States),"352,821",4.7%
2016,California,Primary results,Primary,Candidate,False,Tom Del Beccaro,Republican Party (United States),"323,614",4.3%
2016,California,Primary results,Primary,Candidate,False,Greg Conlon,Republican Party (United States),"230,944",3.1%
2016,California,Primary results,Primary,Candidate,False,Steve Stokes,Democratic Party (United States),"168,805",2.2%
2016,California,Primary results,Primary,Candidate,False,George C. Yang,Republican Party (United States),"112,055",1.5%
2016,California,Primary results,Primary,Candidate,False,Karen Roseberry,Republican Party (United States),"110,557",1.5%
2016,California,Primary results,Primary,Candidate,False,Gail K. Lightfoot,Libertarian Party (United States),"99,761",1.3%
2016,California,Primary results,Primary,Candidate,False,Massie Munroe,Democratic Party (United States),"98,150",1.3%
2016,California,Primary results,Primary,Candidate,False,Pamela Elizondo,Green Party (United States),"95,677",1.3%
2016,California,Primary results,Primary,Candidate,False,Tom Palzer,Republican Party (United States),"93,263",1.2%
2016,California,Primary results,Primary,Candidate,False,Ron Unz,Republican Party (United States),"92,325",1.2%
2016,California,Primary results,Primary,Candidate,False,Don Krampe,Republican Party (United States),"69,635",0.9%
2016,California,Primary results,Primary,Candidate,False,Eleanor García,No party preference,"65,084",0.9%
2016,California,Primary results,Primary,Candidate,False,Jarrell Williamson,Republican Party (United States),"64,120",0.9%
2016,California,Primary results,Primary,Candidate,False,Von Hougo,Republican Party (United States),"63,609",0.8%
2016,California,Primary results,Primary,Candidate,False,President Cristina Grappo,Democratic Party (United States),"63,330",0.8%
2016,California,Primary results,Primary,Candidate,False,Jerry J. Laws,Republican Party (United States),"53,023",0.7%
2016,California,Primary results,Primary,Candidate,False,Mark Matthew Herd,Libertarian Party (United States),"41,344",0.6%
2016,California,Primary results,Primary,Candidate,False,John Thompson Parker,Peace and Freedom Party,"35,998",0.5%
2016,California,Primary results,Primary,Candidate,False,Ling Ling Shi,No party preference,"35,196",0.5%
2016,California,Primary results,Primary,Candidate,False,Herbert G. Peters,Democratic Party (United States),"32,638",0.4%
2016,California,Primary results,Primary,Candidate,False,Emory Peretz Rodgers,Democratic Party (United States),"31,485",0.4%
2016,California,Primary results,Primary,Candidate,False,Mike Beitiks,No party preference,"31,450",0.4%
2016,California,Primary results,Primary,Candidate,False,Clive Grey,No party preference,"29,418",0.4%
2016,California,Primary results,Primary,Candidate,False,Jason Hanania,No party preference,"27,715",0.4%
2016,California,Primary results,Primary,Candidate,False,Paul Merritt,No party preference,"24,031",0.3%
2016,California,Primary results,Primary,Candidate,False,Jason Kraus,No party preference,"19,318",0.3%
2016,California,Primary results,Primary,Candidate,False,Don J. Grundmann,No party preference,"15,317",0.2%
2016,California,Primary results,Primary,Candidate,False,Scott A. Vineberg,No party preference,"11,843",0.2%
2016,California,Primary results,Primary,Candidate,False,Tim Gildersleeve,No party preference,"9,798",0.1%
2016,California,Primary results,Primary,Candidate,False,Gar Myers,No party preference,"8,726",0.1%
2016,California,Primary results,Primary,Candidate,False,Billy Falling (write-in),Republican Party (United States),87,0.0%
2016,California,Primary results,Primary,Candidate,False,Ric M. Llewellyn (write-in),No party preference,32,0.0%
2016,California,Primary results,Primary,Candidate,False,Alexis Stuart (write-in),Republican Party (United States),10,0.0%
2016,California,Primary results,Primary,Total,False,,,"7,512,322",100.0%
2016,Colorado,Democratic primary results,Primary,Winning,True,Michael Bennet,Democratic Party (United States),"262,344",100.0%
2016,Colorado,Democratic primary results,Primary,Total,False,,,"262,344",100.0%
2016,Colorado,Republican primary results,Primary,Winning,False,Darryl Glenn,Republican Party (United States),"131,125",37.74%
2016,Colorado,Republican primary results,Primary,Candidate,False,Jack Graham,Republican Party (United States),"85,400",24.58%
2016,Colorado,Republican primary results,Primary,Candidate,False,Robert Blaha,Republican Party (United States),"57,196",16.46%
2016,Colorado,Republican primary results,Primary,Candidate,False,Jon Keyser,Republican Party (United States),"43,509",12.52%
2016,Colorado,Republican primary results,Primary,Candidate,False,Ryan Frazier,Republican Party (United States),"30,241",8.70%
2016,Colorado,Republican primary results,Primary,Total,False,,,"347,471",100.0%
2016,Florida,Republican primary results,Primary,Winning,True,Marco Rubio,Republican Party (United States),"1,029,830",71.99%
2016,Florida,Republican primary results,Primary,Candidate,False,Carlos Beruff,Republican Party (United States),"264,427",18.49%
2016,Florida,Republican primary results,Primary,Candidate,False,Dwight Young,Republican Party (United States),"91,082",6.37%
2016,Florida,Republican primary results,Primary,Candidate,False,Ernie Rivera,Republican Party (United States),"45,153",3.16%
2016,Florida,Republican primary results,Primary,Total,False,,,"1,430,492",100.00%
2016,Florida,Democratic primary results,Primary,Winning,False,Patrick Murphy,Democratic Party (United States),"665,985",58.92%
2016,Florida,Democratic primary results,Primary,Candidate,False,Alan Grayson,Democratic Party (United States),"199,929",17.72%
2016,Florida,Democratic primary results,Primary,Candidate,False,Pam Keith,Democratic Party (United States),"173,919",15.40%
2016,Florida,Democratic primary results,Primary,Candidate,False,Rocky De La Fuente,Democratic Party (United States),"60,810",5.38%
2016,Florida,Democratic primary results,Primary,Candidate,False,Reginald Luster,Democratic Party (United States),"29,138",2.58%
2016,Florida,Democratic primary results,Primary,Total,False,,,"1,129,781",100.00%
2016,Florida,Libertarian primary results,Primary,Winning,False,Paul Stanton,Libertarian Party (United States),"2,946",73.48%
2016,Florida,Libertarian primary results,Primary,Candidate,False,Augustus Sol Invictus,Libertarian Party (United States),"1,063",26.52%
2016,Florida,Libertarian primary results,Primary,Total,False,,,"4,009",100.00%
2016,Georgia,Republican primary results,Primary,Winning,True,Johnny Isakson,Republican Party (United States),"447,661",77.50%
2016,Georgia,Republican primary results,Primary,Candidate,False,Derrick Grayson,Republican Party (United States),"69,101",11.96%
2016,Georgia,Republican primary results,Primary,Candidate,False,Mary Kay Bacallao,Republican Party (United States),"60,898",10.54%
2016,Georgia,Republican primary results,Primary,Total,False,,,"577,660",100.00%
2016,Georgia,Democratic primary results,Primary,Winning,False,Jim Barksdale,Democratic Party (United States),"166,627",53.74%
2016,Georgia,Democratic primary results,Primary,Candidate,False,Cheryl Copeland,Democratic Party (United States),"130,822",42.19%
2016,Georgia,Democratic primary results,Primary,Candidate,False,John Coyne,Democratic Party (United States),"12,604",4.07%
2016,Georgia,Democratic primary results,Primary,Total,False,,,"310,053",100.00%
2016,Hawaii,Democratic primary results,Primary,Winning,True,Brian Schatz,Democratic Party (United States),"162,891",86.17%
2016,Hawaii,Democratic primary results,Primary,Candidate,False,Makani Christensen,Democratic Party (United States),"11,898",6.29%
2016,Hawaii,Democratic primary results,Primary,Candidate,False,Miles Shiratori,Democratic Party (United States),"8,620",4.56%
2016,Hawaii,Democratic primary results,Primary,Candidate,False,Arturo Reyes,Democratic Party (United States),"3,819",2.02%
2016,Hawaii,Democratic primary results,Primary,Candidate,False,Tutz Honeychurch,Democratic Party (United States),"1,815",0.96%
2016,Hawaii,Democratic primary results,Primary,Total,False,,,"189,043",100.00%
2016,Hawaii,Republican primary results,Primary,Winning,False,John Carroll,Republican Party (United States),"26,747",74.58%
2016,Hawaii,Republican primary results,Primary,Candidate,False,John P. Roco,Republican Party (United States),"3,956",11.03%
2016,Hawaii,Republican primary results,Primary,Candidate,False,Karla Gottschalk,Republican Party (United States),"3,045",8.49%
2016,Hawaii,Republican primary results,Primary,Candidate,False,Eddie Pirkowski,Republican Party (United States),"2,114",5.89%
2016,Hawaii,Republican primary results,Primary,Total,False,,,"35,862",100.00%
2016,Hawaii,Libertarian primary results,Primary,Winning,False,Michael Kokoski,Libertarian Party (United States),909,100.00%
2016,Hawaii,Libertarian primary results,Primary,Total,False,,,909,100.00%
2016,Hawaii,Constitution primary results,Primary,Winning,False,Joy Allison,Constitution Party (United States),217,100.00%
2016,Hawaii,Constitution primary results,Primary,Total,False,,,217,100.00%
2016,Hawaii,American Shopping primary results,Primary,Total,False,,,111,100.00%
2016,Idaho,Republican primary results,Primary,Winning,True,Mike Crapo,Republican Party (United States),"119,633",100.00%
2016,Idaho,Republican primary results,Primary,Total,False,,,"119,633",100.00%
2016,Idaho,Democratic primary results,Primary,Winning,False,Jerry Sturgill,Democratic Party (United States),"26,471",100.00%
2016,Idaho,Democratic primary results,Primary,Total,False,,,"26,471",100.00%
2016,Idaho,Constitution primary results,Primary,Winning,False,Ray J. Writz,Constitution Party (United States),131,59.5%
2016,Idaho,Constitution primary results,Primary,Candidate,False,Pro-Life,Constitution Party (United States),89,40.5%
2016,Idaho,Constitution primary results,Primary,Total,False,,,220,100.0%
2016,Illinois,Republican primary results,Primary,Winning,True,Mark Kirk,Republican Party (United States),"931,619",70.6
2016,Illinois,Republican primary results,Primary,Candidate,False,James T. Marter,Republican Party (United States),"388,571",29.4
2016,Illinois,Republican primary results,Primary,Total,False,,,"1,320,190",100.0
2016,Illinois,Democratic primary results,Primary,Winning,False,Tammy Duckworth,Democratic Party (United States),"1,220,128",64.38%
2016,Illinois,Democratic primary results,Primary,Candidate,False,Andrea Zopp,Democratic Party (United States),"455,729",24.05%
2016,Illinois,Democratic primary results,Primary,Candidate,False,Napoleon Harris,Democratic Party (United States),"219,286",11.57%
2016,Illinois,Democratic primary results,Primary,Total,False,,,"1,859,257",100.00%
2016,Indiana,Republican primary results,Primary,Winning,False,Todd Young,Republican Party (United States),"661,136",67.0%
2016,Indiana,Republican primary results,Primary,Candidate,False,Marlin Stutzman,Republican Party (United States),"324,429",33.0%
2016,Indiana,Republican primary results,Primary,Total,False,,,"985,565",100.0%
2016,Indiana,Democratic primary results,Primary,Winning,False,Baron Hill,Democratic Party (United States),"516,183",100.00%
2016,Indiana,Democratic primary results,Primary,Total,False,,,"516,183",100.00%
2016,Iowa,Republican primary results,Primary,Winning,True,Chuck Grassley,Republican Party (United States),"90,089",98.36%
2016,Iowa,Republican primary results,Primary,Candidate,False,Write-ins,Republican Party (United States),"1,500",1.64%
2016,Iowa,Republican primary results,Primary,Total,False,,,"91,589",100.00%
2016,Iowa,Democratic primary results,Primary,Winning,False,Patty Judge,Democratic Party (United States),"46,322",47.62%
2016,Iowa,Democratic primary results,Primary,Candidate,False,Rob Hogg,Democratic Party (United States),"37,801",38.86%
2016,Iowa,Democratic primary results,Primary,Candidate,False,Tom Fiegen,Democratic Party (United States),"6,573",6.76%
2016,Iowa,Democratic primary results,Primary,Candidate,False,Bob Krause,Democratic Party (United States),"6,425",6.60%
2016,Iowa,Democratic primary results,Primary,Candidate,False,Write-ins,Democratic Party (United States),154,0.16%
2016,Iowa,Democratic primary results,Primary,Total,False,,,"97,275",100.00%
2016,Kansas,Republican primary results,Primary,Winning,True,Jerry Moran,Republican Party (United States),"230,907",79.09%
2016,Kansas,Republican primary results,Primary,Candidate,False,D. J. Smith,Republican Party (United States),"61,056",20.91%
2016,Kansas,Republican primary results,Primary,Total,False,,,"291,963",100.00%
2016,Kansas,Democratic primary results,Primary,Winning,False,Patrick Wiesner,Democratic Party (United States),"59,522",62.94%
2016,Kansas,Democratic primary results,Primary,Candidate,False,Monique Singh-Bey,Democratic Party (United States),"35,042",37.06%
2016,Kansas,Democratic primary results,Primary,Total,False,,,"94,564",100.00%
2016,Kansas,Libertarian primary results,Primary,Winning,False,Robert Garrard,Libertarian Party (United States),,100.00%
2016,Kansas,Libertarian primary results,Primary,Total,False,,,,100.00%
2016,Kentucky,Republican primary results,Primary,Winning,True,Rand Paul,Republican Party (United States),"169,180",84.79%
2016,Kentucky,Republican primary results,Primary,Candidate,False,James Gould,Republican Party (United States),"16,611",8.33%
2016,Kentucky,Republican primary results,Primary,Candidate,False,Stephen Slaughter,Republican Party (United States),"13,728",6.88%
2016,Kentucky,Republican primary results,Primary,Total,False,,,"199,519",100.00%
2016,Kentucky,Democratic primary results,Primary,Winning,False,Jim Gray,Democratic Party (United States),"240,613",58.73%
2016,Kentucky,Democratic primary results,Primary,Candidate,False,Sellus Wilder,Democratic Party (United States),"52,728",12.87%
2016,Kentucky,Democratic primary results,Primary,Candidate,False,Ron Leach,Democratic Party (United States),"39,026",9.53%
2016,Kentucky,Democratic primary results,Primary,Candidate,False,Tom Recktenwald,Democratic Party (United States),"21,910",5.35%
2016,Kentucky,Democratic primary results,Primary,Candidate,False,Grant Short,Democratic Party (United States),"21,558",5.26%
2016,Kentucky,Democratic primary results,Primary,Candidate,False,Jeff Kender,Democratic Party (United States),"20,239",4.94%
2016,Kentucky,Democratic primary results,Primary,Candidate,False,Rory Houlihan,Democratic Party (United States),"13,585",3.32%
2016,Kentucky,Democratic primary results,Primary,Total,False,,,"409,659",100.00%
2016,Maryland,"Democratic primary results, April 26",Primary,Winning,False,Chris Van Hollen,Democratic Party (United States),"470,320",53.2%
2016,Maryland,"Democratic primary results, April 26",Primary,Candidate,False,Donna Edwards,Democratic Party (United States),"343,620",38.9%
2016,Maryland,"Democratic primary results, April 26",Primary,Candidate,False,Freddie Dickson,Democratic Party (United States),"14,856",1.7%
2016,Maryland,"Democratic primary results, April 26",Primary,Candidate,False,Theresa Scaldaferri,Democratic Party (United States),"13,178",1.5%
2016,Maryland,"Democratic primary results, April 26",Primary,Candidate,False,Violet Staley,Democratic Party (United States),"10,244",1.2%
2016,Maryland,"Democratic primary results, April 26",Primary,Candidate,False,Lih Young,Democratic Party (United States),"8,561",1.0%
2016,Maryland,"Democratic primary results, April 26",Primary,Candidate,False,Charles Smith,Democratic Party (United States),"7,912",0.9%
2016,Maryland,"Democratic primary results, April 26",Primary,Candidate,False,Ralph Jaffe,Democratic Party (United States),"7,161",0.8%
2016,Maryland,"Democratic primary results, April 26",Primary,Candidate,False,Blaine Taylor,Democratic Party (United States),"5,932",0.7%
2016,Maryland,"Democratic primary results, April 26",Primary,Candidate,False,Ed Tinus,Democratic Party (United States),"2,560",0.3%
2016,Maryland,"Democratic primary results, April 26",Primary,Total,False,,,"884,344",100.0%
2016,Maryland,Republican primary results,Primary,Winning,False,Kathy Szeliga,Republican Party (United States),"135,337",35.6%
2016,Maryland,Republican primary results,Primary,Candidate,False,Chris Chaffee,Republican Party (United States),"52,066",13.7%
2016,Maryland,Republican primary results,Primary,Candidate,False,Chrys Kefalas,Republican Party (United States),"36,340",9.6%
2016,Maryland,Republican primary results,Primary,Candidate,False,Richard Douglas,Republican Party (United States),"29,007",7.6%
2016,Maryland,Republican primary results,Primary,Candidate,False,Dave Wallace,Republican Party (United States),"23,226",6.1%
2016,Maryland,Republican primary results,Primary,Candidate,False,Sean Connor,Republican Party (United States),"21,727",5.7%
2016,Maryland,Republican primary results,Primary,Candidate,False,Lynn Richardson,Republican Party (United States),"20,792",5.5%
2016,Maryland,Republican primary results,Primary,Candidate,False,John Graziani,Republican Party (United States),"16,722",4.4%
2016,Maryland,Republican primary results,Primary,Candidate,False,Greg Holmes,Republican Party (United States),"16,148",4.3%
2016,Maryland,Republican primary results,Primary,Candidate,False,Mark McNicholas,Republican Party (United States),"9,988",2.6%
2016,Maryland,Republican primary results,Primary,Candidate,False,Joe Hooe,Republican Party (United States),"8,282",2.2%
2016,Maryland,Republican primary results,Primary,Candidate,False,Anthony Seda,Republican Party (United States),"3,873",1.0%
2016,Maryland,Republican primary results,Primary,Candidate,False,Richard Shawver,Republican Party (United States),"3,155",0.8%
2016,Maryland,Republican primary results,Primary,Candidate,False,Garry Yarrington,Republican Party (United States),"2,988",0.8%
2016,Maryland,Republican primary results,Primary,Total,False,,,"379,651",100.0%
2016,Maryland,Green Party primary results,Primary,Winning,False,Margaret Flowers,Green Party (United States),125,98.0%
2016,Maryland,Green Party primary results,Primary,Candidate,False,None of the above,Green Party (United States),3,2.0%
2016,Maryland,Green Party primary results,Primary,Total,False,,,128,100.0%
2016,Missouri,Republican primary results,Primary,Winning,True,Roy Blunt,Republican Party (United States),"481,444",72.55%
2016,Missouri,Republican primary results,Primary,Candidate,False,Kristi Nichols,Republican Party (United States),"134,025",20.20%
2016,Missouri,Republican primary results,Primary,Candidate,False,Ryan Luethy,Republican Party (United States),"29,328",4.42%
2016,Missouri,Republican primary results,Primary,Candidate,False,Bernie Mowinski,Republican Party (United States),"18,789",2.83%
2016,Missouri,Republican primary results,Primary,Total,False,,,"663,586",100.00%
2016,Missouri,Democratic primary results,Primary,Winning,False,Jason Kander,Democratic Party (United States),"223,492",69.87%
2016,Missouri,Democratic primary results,Primary,Candidate,False,Cori Bush,Democratic Party (United States),"42,453",13.27%
2016,Missouri,Democratic primary results,Primary,Candidate,False,Chief Wana Dubie,Democratic Party (United States),"30,432",9.51%
2016,Missouri,Democratic primary results,Primary,Candidate,False,Robert Mack,Democratic Party (United States),"23,509",7.35%
2016,Missouri,Democratic primary results,Primary,Total,False,,,"319,886",100.00%
2016,Missouri,Libertarian primary results,Primary,Winning,False,Jonathan Dine,Libertarian Party (United States),"2,002",54.90%
2016,Missouri,Libertarian primary results,Primary,Candidate,False,Herschel Young,Libertarian Party (United States),"1,642",45.06%
2016,Missouri,Libertarian primary results,Primary,Total,False,,,"3,644",100.00%
2016,Missouri,Constitution primary results,Primary,Winning,False,Fred Ryman,Constitution Party (United States),545,100.00%
2016,Missouri,Constitution primary results,Primary,Total,False,,,545,100.00%
2016,Nevada,Democratic primary results,Primary,Winning,False,Catherine Cortez Masto,Democratic Party (United States),"81,944",81.0%
2016,Nevada,Democratic primary results,Primary,Candidate,False,Allen Rheinhart,Democratic Party (United States),"5,645",6.0%
2016,Nevada,Democratic primary results,Primary,Candidate,False,None of these candidates,Democratic Party (United States),"5,498",5.0%
2016,Nevada,Democratic primary results,Primary,Candidate,False,Liddo Susan O'Briant,Democratic Party (United States),"4,834",5.0%
2016,Nevada,Democratic primary results,Primary,Candidate,False,Bobby Mahendra,Democratic Party (United States),"3,760",3.0%
2016,Nevada,Democratic primary results,Primary,Total,False,,,"101,681",100.0%
2016,Nevada,Republican primary results,Primary,Winning,False,Joe Heck,Republican Party (United States),"74,517",65.0%
2016,Nevada,Republican primary results,Primary,Candidate,False,Sharron Angle,Republican Party (United States),"26,142",23.0%
2016,Nevada,Republican primary results,Primary,Candidate,False,None of these candidates,Republican Party (United States),"3,902",3.0%
2016,Nevada,Republican primary results,Primary,Candidate,False,Thomas Heck,Republican Party (United States),"3,570",3.0%
2016,Nevada,Republican primary results,Primary,Candidate,False,Eddie Hamilton,Republican Party (United States),"2,507",2.0%
2016,Nevada,Republican primary results,Primary,Candidate,False,D'Nese Davis,Republican Party (United States),"1,937",1.8%
2016,Nevada,Republican primary results,Primary,Candidate,False,Bill Tarbell,Republican Party (United States),"1,179",1.0%
2016,Nevada,Republican primary results,Primary,Candidate,False,Robert Leeds,Republican Party (United States),662,0.6%
2016,Nevada,Republican primary results,Primary,Candidate,False,Juston Preble,Republican Party (United States),582,0.5%
2016,Nevada,Republican primary results,Primary,Candidate,False,Carlo Poliak,Republican Party (United States),279,0.2%
2016,Nevada,Republican primary results,Primary,Total,False,,,"114,827",100.0%
2016,New Hampshire,Republican primary results,Primary,Winning,True,Kelly Ayotte,Republican Party (United States),"86,676",78.56%
2016,New Hampshire,Republican primary results,Primary,Candidate,False,Jim Rubens,Republican Party (United States),"19,156",17.36%
2016,New Hampshire,Republican primary results,Primary,Candidate,False,Tom Alciere,Republican Party (United States),"1,586",1.44%
2016,New Hampshire,Republican primary results,Primary,Candidate,False,Gerald Beloin,Republican Party (United States),"1,255",1.14%
2016,New Hampshire,Republican primary results,Primary,Candidate,False,Stanley Emanuel,Republican Party (United States),"1,187",1.08%
2016,New Hampshire,Republican primary results,Primary,Candidate,False,Maggie Hassan (write-in),Democratic Party (United States),301,0.27%
2016,New Hampshire,Republican primary results,Primary,Write-in,False,,,167,0.15%
2016,New Hampshire,Republican primary results,Primary,Total,False,,,"110,328",100.0%
2016,New Hampshire,Democratic primary results,Primary,Winning,False,Maggie Hassan,Democratic Party (United States),"70,374",98.16%
2016,New Hampshire,Democratic primary results,Primary,Candidate,False,Kelly Ayotte (incumbent) (write-in),Republican Party (United States),775,1.08%
2016,New Hampshire,Democratic primary results,Primary,Write-in,False,,,547,0.76%
2016,New Hampshire,Democratic primary results,Primary,Total,False,,,"71,696",100.0%
2016,North Carolina,Republican primary results,Primary,Winning,True,Richard Burr,Republican Party (United States),"622,074",61.41%
2016,North Carolina,Republican primary results,Primary,Candidate,False,Greg Brannon,Republican Party (United States),"255,030",25.17%
2016,North Carolina,Republican primary results,Primary,Candidate,False,Paul Wright,Republican Party (United States),"85,944",8.48%
2016,North Carolina,Republican primary results,Primary,Candidate,False,Larry Holmquist,Republican Party (United States),"50,010",4.94%
2016,North Carolina,Republican primary results,Primary,Total,False,,,"1,013,058",100.00%
2016,North Carolina,Democratic primary results,Primary,Winning,False,Deborah Ross,Democratic Party (United States),"614,414",62.32%
2016,North Carolina,Democratic primary results,Primary,Candidate,False,Chris Rey,Democratic Party (United States),"162,869",16.52%
2016,North Carolina,Democratic primary results,Primary,Candidate,False,Kevin Griffin,Democratic Party (United States),"115,618",11.73%
2016,North Carolina,Democratic primary results,Primary,Candidate,False,Ernest Reeves,Democratic Party (United States),"93,005",9.43%
2016,North Carolina,Democratic primary results,Primary,Total,False,,,"985,906",100.00%
2016,North Dakota,Republican primary results,Primary,Winning,True,John Hoeven,Republican Party (United States),"103,677",99.57%
2016,North Dakota,Republican primary results,Primary,Candidate,False,Write-in,Republican Party (United States),445,0.43%
2016,North Dakota,Republican primary results,Primary,Total,False,,,"104,122",100.00%
2016,North Dakota,Democratic-NPL primary results,Primary,Winning,False,Eliot Glassheim,North Dakota Democratic-NPL Party,"17,243",99.72%
2016,North Dakota,Democratic-NPL primary results,Primary,Candidate,False,Write-in,North Dakota Democratic-NPL Party,48,0.28%
2016,North Dakota,Democratic-NPL primary results,Primary,Total,False,,,"17,291",100.00%
2016,North Dakota,Libertarian primary results,Primary,Winning,False,Robert Marquette,Libertarian Party (United States),"1,089",99.54%
2016,North Dakota,Libertarian primary results,Primary,Candidate,False,Write-in,Libertarian Party (United States),5,0.46%
2016,North Dakota,Libertarian primary results,Primary,Total,False,,,"1,094",100.00%
2016,Ohio,Republican primary results,Primary,Winning,True,Rob Portman,Republican Party (United States),"1,336,686",82.16%
2016,Ohio,Republican primary results,Primary,Candidate,False,Don Elijah Eckhart,Republican Party (United States),"290,268",17.84%
2016,Ohio,Republican primary results,Primary,Total,False,,,"1,626,954",100.00%
2016,Ohio,Democratic primary results,Primary,Winning,False,Ted Strickland,Democratic Party (United States),"742,676",65.04%
2016,Ohio,Democratic primary results,Primary,Candidate,False,P.G. Sittenfeld,Democratic Party (United States),"254,232",22.26%
2016,Ohio,Democratic primary results,Primary,Candidate,False,Kelli Prather,Democratic Party (United States),"144,945",12.69%
2016,Ohio,Democratic primary results,Primary,Total,False,,,"1,141,853",100.00%
2016,Ohio,Green primary results,Primary,Winning,False,Joe DeMare,Green Party (United States),"3,123",100.00%
2016,Ohio,Green primary results,Primary,Total,False,,,"3,123",100.00%
2016,Oklahoma,Libertarian primary results,Primary,Winning,False,Robert Murphy,Libertarian Party (United States),"1,537",58.89%
2016,Oklahoma,Libertarian primary results,Primary,Candidate,False,Dax Ewbank,Libertarian Party (United States),"1,073",41.11%
2016,Oklahoma,Libertarian primary results,Primary,Total,False,,,"2,610",100.00%
2016,Oregon,Democratic primary results,Primary,Winning,True,Ronald Wyden,Democratic Party (United States),"501,903",83.20%
2016,Oregon,Democratic primary results,Primary,Candidate,False,Kevin Stine,Democratic Party (United States),"78,287",12.98%
2016,Oregon,Democratic primary results,Primary,Candidate,False,Paul Weaver,Democratic Party (United States),"20,346",3.37%
2016,Oregon,Democratic primary results,Primary,Total,False,,,"603,276",100.00%
2016,Oregon,Republican primary results,Primary,Winning,False,Mark Callahan,Republican Party (United States),"123,473",38.24%
2016,Oregon,Republican primary results,Primary,Candidate,False,Sam Carpenter,Republican Party (United States),"104,494",32.36%
