Year,State,Election,Election_Type,Row_Type,Incumbent,candidate,party,votes,percentage
1982,Texas,1982 United States Senate election in Texas,General,Total,False,,,"3,103,167",100.00%
1982,Utah,1982 United States Senate election in Utah,General,Winning,True,Orrin Hatch,Republican Party (United States),"309,332",58.28%
1982,Utah,1982 United States Senate election in Utah,General,Candidate,False,Ted Wilson,Democratic Party (United States),"219,482",41.35%
1982,Utah,1982 United States Senate election in Utah,General,Candidate,False,George Mercier,Libertarian Party (United States),"1,035",0.19%
1982,Utah,1982 United States Senate election in Utah,General,Candidate,False,Lawrence R. Kauffman,American Party (1969),953,0.19%
1982,Vermont,"United States Senate election in Vermont, 1982",General,Winning,True,Robert Stafford,Republican Party (United States),"84,450",50.27%
1982,Vermont,"United States Senate election in Vermont, 1982",General,Candidate,False,James A. Guest,Democratic Party (United States),"79,340",47.23%
1982,Vermont,"United States Senate election in Vermont, 1982",General,Candidate,False,Michael Edward Hackett,Independent (politician),"1,463",0.87%
1982,Vermont,"United States Senate election in Vermont, 1982",General,Candidate,False,Ion Laskaris,Independent (politician),897,0.53%
1982,Vermont,"United States Senate election in Vermont, 1982",General,Candidate,False,Bo Adlerbert,Libertarian Party (United States),892,0.53%
1982,Vermont,"United States Senate election in Vermont, 1982",General,Total,False,,,"168,003",100.00%
1982,Virginia,"United States Senate election in Virginia, 1982",General,Winning,False,Paul Trible,Republican Party (United States),"724,571",51.18%
1982,Virginia,"United States Senate election in Virginia, 1982",General,Candidate,False,[[Dick Davis (politician),Democratic Party (United States),"690,839",48.80%
1982,Washington,1982 United States Senate election in Washington,General,Winning,True,Henry M. Jackson,Democratic Party (US),"943,665",68.96%
1982,Washington,1982 United States Senate election in Washington,General,Candidate,False,Douglas Jewett,Republican Party (US),"332,273",24.28%
1982,Washington,1982 United States Senate election in Washington,General,Candidate,False,King Lysen,Independent,"72,297",5.28%
1982,Washington,1982 United States Senate election in Washington,General,Candidate,False,Jesse Chiang,Independent,"20,251",1.48%
1982,West Virginia,General election results,General,Winning,True,Robert Byrd,Democratic Party (United States),"387,170",68.49%
1982,West Virginia,General election results,General,Candidate,False,Cleve Benedict,Republican Party (United States),"173,910",30.76%
1982,West Virginia,General election results,General,Candidate,False,William B. Howland,Socialist Workers Party (United States),"4,234",0.75%
1982,West Virginia,General election results,General,Total,False,,,"565,314",100.00%
1982,Wisconsin,1982 United States Senate election in Wisconsin,General,Winning,True,William Proxmire,Democratic Party (United States),"983,311",63.65%
1982,Wisconsin,1982 United States Senate election in Wisconsin,General,Candidate,False,Scott McCallum,Republican Party (United States),"527,355",34.14%
1982,Wisconsin,1982 United States Senate election in Wisconsin,General,Candidate,False,William O. Hart,Independent politician,"21,807",1.41%
1982,Wisconsin,1982 United States Senate election in Wisconsin,General,Candidate,False,George Liljenfeldt,Libertarian Party (United States),"7,947",0.51%
1982,Wisconsin,1982 United States Senate election in Wisconsin,General,Candidate,False,Sanford G. Knapp,Independent politician,"4,463",0.29%
1982,Wyoming,1982 United States Senate election in Wyoming,General,Winning,True,Malcolm Wallop,Republican Party (United States),"94,725",56.66%
1982,Wyoming,1982 United States Senate election in Wyoming,General,Candidate,False,Rodger McDaniel,Democratic Party (United States),"72,466",43.34%
